ETF类型,合约月份,行权价,贴水价值,年化贴水率,剩余天数,记录日期
50ETF,2507,2.9,0.0107,0.042029875,34,2025-06-19
500ETF,2512,4.9,-0.2323,-0.078875127,188,2025-06-19
50ETF,2506,3.038,0.0069,0.153585803,6,2025-06-19
300ETF,2506,4.205,0.0046,0.072252345,6,2025-06-19
科创板50ETF,2512,0.95,-0.0247,-0.048537234,188,2025-06-19
50ETF,2506,2.8,0.0005,0.011129406,6,2025-06-19
500ETF,2509,4.9,-0.129,-0.084891985,97,2025-06-19
50ETF,2507,2.75,0.003,0.011784077,34,2025-06-19
科创板50ETF,2509,0.9,-0.017,-0.064746024,97,2025-06-19
300ETF,2506,3.227,0.0047,0.073823048,6,2025-06-19
科创50ETF,2506,0.9,-0.002,-0.120223979,6,2025-06-19
500ETF,2512,5.5,-0.2331,-0.079146759,188,2025-06-19
科创50ETF,2506,1.05,-0.0005,-0.030055995,6,2025-06-19
300ETF,2509,3.912,-0.0141,-0.013699122,97,2025-06-19
300ETF,2512,4.1,-0.026,-0.013033494,188,2025-06-19
科创50ETF,2509,1.05,-0.0171,-0.063582372,97,2025-06-19
50ETF,2512,2.55,0.0257,0.018256962,188,2025-06-19
科创50ETF,2507,1.0,-0.0063,-0.066830388,34,2025-06-19
科创50ETF,2512,0.85,-0.0252,-0.048345387,188,2025-06-19
300ETF,2507,3.9,-0.0052,-0.014413511,34,2025-06-19
500ETF,2506,5.5,-0.009,-0.095750262,6,2025-06-19
50ETF,2506,2.499,0.0051,0.113519941,6,2025-06-19
500ETF,2506,5.0,0.0018,0.019150052,6,2025-06-19
50ETF,2506,2.94,0.0019,0.042291743,6,2025-06-19
科创50ETF,2509,1.35,-0.0155,-0.057633145,97,2025-06-19
500ETF,2512,5.25,-0.2471,-0.083900319,188,2025-06-19
50ETF,2509,2.55,0.0095,0.01307992,97,2025-06-19
50ETF,2506,2.9,0.0043,0.095712892,6,2025-06-19
500ETF,2509,6.0,-0.1332,-0.08765591,97,2025-06-19
300ETF,2506,3.6,0.0037,0.058116017,6,2025-06-19
500ETF,2507,5.0,-0.0393,-0.073784026,34,2025-06-19
300ETF,2506,3.618,0.0011,0.017277735,6,2025-06-19
科创板50ETF,2507,0.95,-0.0066,-0.071713503,34,2025-06-19
300ETF,2506,3.325,0.0019,0.02984336,6,2025-06-19
50ETF,2506,2.6,0.0034,0.075679961,6,2025-06-19
科创板50ETF,2507,1.05,-0.0085,-0.0923583,34,2025-06-19
50ETF,2506,2.7,0.0008,0.01780705,6,2025-06-19
50ETF,2509,2.7,0.0072,0.009913203,97,2025-06-19
300ETF,2509,4.0,-0.013,-0.012630397,97,2025-06-19
50ETF,2506,2.548,0.0045,0.100164654,6,2025-06-19
科创板50ETF,2512,0.9,-0.0269,-0.052860388,188,2025-06-19
500ETF,2506,5.25,-0.0129,-0.137242043,6,2025-06-19
300ETF,2507,3.618,-0.0014,-0.003880561,34,2025-06-19
科创板50ETF,2512,0.85,-0.0272,-0.05344991,188,2025-06-19
500ETF,2512,6.25,-0.2195,-0.074529016,188,2025-06-19
300ETF,2507,3.814,-0.0042,-0.011641682,34,2025-06-19
科创板50ETF,2509,1.0,-0.0169,-0.064365165,97,2025-06-19
50ETF,2512,2.65,0.0265,0.018825272,188,2025-06-19
300ETF,2506,4.009,0.0,0.0,6,2025-06-19
300ETF,2512,4.205,-0.0204,-0.01022628,188,2025-06-19
300ETF,2509,4.107,-0.0107,-0.010395788,97,2025-06-19
500ETF,2507,4.9,-0.0392,-0.07359628,34,2025-06-19
500ETF,2506,6.149,-0.0001,-0.001063892,6,2025-06-19
300ETF,2507,3.716,-0.0041,-0.011364499,34,2025-06-19
300ETF,2509,3.325,-0.0124,-0.012047455,97,2025-06-19
科创板50ETF,2506,1.05,-0.0005,-0.0307861,6,2025-06-19
500ETF,2506,4.9,0.0021,0.022341728,6,2025-06-19
500ETF,2506,7.25,0.0063,0.067025184,6,2025-06-19
科创板50ETF,2506,1.25,0.0006,0.03694332,6,2025-06-19
50ETF,2507,2.85,0.0044,0.017283313,34,2025-06-19
50ETF,2507,2.7,0.0032,0.012569682,34,2025-06-19
科创50ETF,2507,1.05,-0.0048,-0.050918391,34,2025-06-19
300ETF,2509,4.303,-0.0071,-0.00689814,97,2025-06-19
科创板50ETF,2506,1.1,1.11e-16,6.84e-15,6,2025-06-19
50ETF,2506,3.136,0.0089,0.198103427,6,2025-06-19
300ETF,2512,3.716,-0.0287,-0.014386973,188,2025-06-19
300ETF,2512,4.009,-0.0297,-0.014888261,188,2025-06-19
500ETF,2506,6.64,0.0041,0.043619564,6,2025-06-19
科创50ETF,2512,0.8,-0.0259,-0.049688315,188,2025-06-19
300ETF,2507,3.423,-0.0001,-0.000277183,34,2025-06-19
50ETF,2512,2.8,0.0245,0.017404497,188,2025-06-19
500ETF,2509,6.5,-0.116,-0.076336979,97,2025-06-19
500ETF,2506,6.25,-0.0075,-0.079791885,6,2025-06-19
科创50ETF,2506,0.95,-0.001,-0.060111989,6,2025-06-19
50ETF,2506,2.695,0.0017,0.03783998,6,2025-06-19
50ETF,2506,2.65,0.0007,0.015581168,6,2025-06-19
300ETF,2509,4.3,-0.0062,-0.006023728,97,2025-06-19
科创板50ETF,2512,1.1,-0.0233,-0.045786136,188,2025-06-19
50ETF,2509,2.9,0.0101,0.013906021,97,2025-06-19
500ETF,2506,6.5,0.0033,0.03510843,6,2025-06-19
300ETF,2507,3.8,-0.0044,-0.012196048,34,2025-06-19
科创板50ETF,2509,1.05,-0.0171,-0.065126883,97,2025-06-19
50ETF,2509,2.8,0.0076,0.010463936,97,2025-06-19
500ETF,2507,5.75,-0.051,-0.095750262,34,2025-06-19
500ETF,2512,4.8,-0.2562,-0.086990132,188,2025-06-19
500ETF,2509,7.0,-0.111,-0.073046592,97,2025-06-19
科创50ETF,2507,1.15,-0.0037,-0.039249593,34,2025-06-19
科创板50ETF,2507,1.1,-0.0068,-0.07388664,34,2025-06-19
50ETF,2512,2.85,0.0241,0.017120342,188,2025-06-19
科创板50ETF,2507,0.8,-0.0064,-0.069540367,34,2025-06-19
300ETF,2507,4.009,-0.0024,-0.00665239,34,2025-06-19
科创50ETF,2509,1.1,-0.0128,-0.047593823,97,2025-06-19
50ETF,2509,2.5,0.0096,0.013217604,97,2025-06-19
科创板50ETF,2506,1.3,0.0003,0.01847166,6,2025-06-19
科创50ETF,2507,0.95,-0.0055,-0.05834399,34,2025-06-19
50ETF,2506,2.793,0.0016,0.035614099,6,2025-06-19
300ETF,2509,4.2,-0.0075,-0.007286767,97,2025-06-19
300ETF,2509,4.009,-0.0129,-0.01253324,97,2025-06-19
500ETF,2507,5.25,-0.0497,-0.093309569,34,2025-06-19
科创50ETF,2509,1.15,-0.0151,-0.056145838,97,2025-06-19
500ETF,2509,5.25,-0.1424,-0.093710222,97,2025-06-19
500ETF,2509,6.25,-0.1207,-0.079429943,97,2025-06-19
科创板50ETF,2507,1.0,-0.0073,-0.079319481,34,2025-06-19
科创50ETF,2509,0.75,-0.0178,-0.06618516,97,2025-06-19
500ETF,2507,6.0,-0.0476,-0.089366912,34,2025-06-19
科创板50ETF,2509,1.2,-0.0153,-0.058271422,97,2025-06-19
50ETF,2512,3.0,0.0264,0.018754233,188,2025-06-19
500ETF,2509,4.8,-0.1283,-0.084431331,97,2025-06-19
500ETF,2512,6.0,-0.2475,-0.084036134,188,2025-06-19
科创50ETF,2507,1.1,-0.005,-0.053039991,34,2025-06-19
50ETF,2506,2.55,0.0045,0.100164654,6,2025-06-19
300ETF,2506,3.716,0.0012,0.018848438,6,2025-06-19
500ETF,2507,6.25,-0.0366,-0.068714894,34,2025-06-19
300ETF,2507,3.7,-0.0035,-0.009701402,34,2025-06-19
科创板50ETF,2506,0.8,0.0,0.0,6,2025-06-19
500ETF,2507,6.5,-0.0333,-0.062519289,34,2025-06-19
科创板50ETF,2507,1.15,-0.0058,-0.063020957,34,2025-06-19
科创50ETF,2506,1.35,0.0009,0.054100791,6,2025-06-19
300ETF,2512,3.8,-0.0272,-0.01363504,188,2025-06-19
科创50ETF,2512,1.25,-0.0206,-0.039520436,188,2025-06-19
50ETF,2506,3.0,0.0043,0.095712892,6,2025-06-19
科创板50ETF,2507,1.2,-0.0051,-0.05541498,34,2025-06-19
50ETF,2507,2.95,0.0069,0.027103377,34,2025-06-19
科创板50ETF,2506,0.95,-0.002,-0.123144399,6,2025-06-19
500ETF,2509,6.75,-0.1141,-0.075086632,97,2025-06-19
科创板50ETF,2509,0.85,-0.0177,-0.067412037,97,2025-06-19
300ETF,2506,3.8,-0.0001,-0.001570703,6,2025-06-19
科创板50ETF,2512,1.25,-0.0211,-0.041462981,188,2025-06-19
300ETF,2512,4.107,-0.023,-0.01152963,188,2025-06-19
科创50ETF,2512,1.15,-0.0237,-0.045467686,188,2025-06-19
300ETF,2512,3.912,-0.0276,-0.013835555,188,2025-06-19
500ETF,2506,5.657,-0.0104,-0.110644748,6,2025-06-19
300ETF,2512,3.9,-0.027,-0.013534783,188,2025-06-19
科创50ETF,2506,1.4,0.0009,0.054100791,6,2025-06-19
300ETF,2507,4.2,0.001,0.002771829,34,2025-06-19
科创板50ETF,2512,1.2,-0.0213,-0.041855995,188,2025-06-19
500ETF,2506,7.0,0.005,0.05319459,6,2025-06-19
50ETF,2506,2.95,0.0055,0.122423466,6,2025-06-19
300ETF,2507,4.0,-0.0045,-0.012473231,34,2025-06-19
50ETF,2507,2.8,0.0049,0.019247326,34,2025-06-19
科创50ETF,2509,1.2,-0.0143,-0.053171224,97,2025-06-19
300ETF,2509,3.716,-0.0134,-0.013019024,97,2025-06-19
300ETF,2509,3.227,-0.0124,-0.012047455,97,2025-06-19
500ETF,2506,6.886,0.0047,0.050002915,6,2025-06-19
300ETF,2507,3.52,-0.0006,-0.001663097,34,2025-06-19
50ETF,2506,2.4,0.0042,0.093487011,6,2025-06-19
500ETF,2512,6.75,-0.2091,-0.070997801,188,2025-06-19
300ETF,2509,3.8,-0.0137,-0.013310495,97,2025-06-19
科创板50ETF,2512,1.15,-0.0221,-0.043428052,188,2025-06-19
科创50ETF,2507,0.8,-0.0047,-0.049857591,34,2025-06-19
300ETF,2512,3.618,-0.0293,-0.014687745,188,2025-06-19
科创板50ETF,2506,0.9,-0.0004,-0.02462888,6,2025-06-19
500ETF,2506,7.132,0.006,0.063833508,6,2025-06-19
300ETF,2506,3.5,0.004,0.062828126,6,2025-06-19
50ETF,2507,2.55,0.0055,0.021604141,34,2025-06-19
300ETF,2506,3.7,0.0015,0.023560547,6,2025-06-19
300ETF,2506,4.107,0.0015,0.023560547,6,2025-06-19
科创50ETF,2509,0.8,-0.0169,-0.062838719,97,2025-06-19
300ETF,2506,4.401,0.0049,0.076964455,6,2025-06-19
500ETF,2506,4.7,0.0023,0.024469511,6,2025-06-19
300ETF,2512,3.6,-0.0304,-0.015239163,188,2025-06-19
50ETF,2506,2.842,0.0029,0.064550555,6,2025-06-19
科创50ETF,2506,1.25,0.0003,0.018033597,6,2025-06-19
科创50ETF,2509,1.0,-0.0166,-0.061723239,97,2025-06-19
500ETF,2506,5.903,-0.005,-0.05319459,6,2025-06-19
科创50ETF,2507,1.25,-0.0034,-0.036067194,34,2025-06-19
300ETF,2509,3.423,-0.0133,-0.012921867,97,2025-06-19
科创板50ETF,2506,1.35,0.0004,0.02462888,6,2025-06-19
300ETF,2512,3.814,-0.027,-0.013534783,188,2025-06-19
科创50ETF,2506,1.3,0.0008,0.048089592,6,2025-06-19
50ETF,2507,2.65,0.004,0.015712103,34,2025-06-19
科创50ETF,2512,0.95,-0.0236,-0.045275839,188,2025-06-19
科创50ETF,2506,1.1,0.0001,0.006011199,6,2025-06-19
300ETF,2507,3.912,-0.0057,-0.015799426,34,2025-06-19
50ETF,2506,2.45,0.0055,0.122423466,6,2025-06-19
500ETF,2506,5.411,-0.0036,-0.038300105,6,2025-06-19
50ETF,2509,2.6,0.0093,0.012804554,97,2025-06-19
500ETF,2506,5.75,-0.0078,-0.082983561,6,2025-06-19
科创板50ETF,2509,1.15,-0.016,-0.060937435,97,2025-06-19
500ETF,2509,4.7,-0.1293,-0.085089408,97,2025-06-19
科创板50ETF,2509,1.25,-0.015,-0.057128845,97,2025-06-19
科创50ETF,2507,1.2,-0.0034,-0.036067194,34,2025-06-19
50ETF,2509,2.75,0.0069,0.009500153,97,2025-06-19
500ETF,2506,6.75,0.0042,0.044683456,6,2025-06-19
科创板50ETF,2509,0.75,-0.0184,-0.07007805,97,2025-06-19
科创50ETF,2507,0.9,-0.0065,-0.068951988,34,2025-06-19
科创50ETF,2512,1.3,-0.0205,-0.039328589,188,2025-06-19
50ETF,2509,2.35,0.0088,0.012116137,97,2025-06-19
50ETF,2512,2.95,0.0231,0.016409954,188,2025-06-19
50ETF,2506,2.35,0.0047,0.104616417,6,2025-06-19
科创板50ETF,2512,0.8,-0.026,-0.051091825,188,2025-06-19
50ETF,2509,2.85,0.0089,0.01225382,97,2025-06-19
300ETF,2509,3.5,-0.0134,-0.013019024,97,2025-06-19
300ETF,2509,3.814,-0.0124,-0.012047455,97,2025-06-19
300ETF,2506,4.2,0.0052,0.081676564,6,2025-06-19
500ETF,2509,5.0,-0.1297,-0.085352639,97,2025-06-19
科创50ETF,2506,0.8,0.0005,0.030055995,6,2025-06-19
500ETF,2509,5.75,-0.1382,-0.090946297,97,2025-06-19
500ETF,2506,4.8,0.002,0.021277836,6,2025-06-19
50ETF,2506,3.234,0.0094,0.209232833,6,2025-06-19
科创50ETF,2509,1.25,-0.0141,-0.05242757,97,2025-06-19
科创板50ETF,2509,0.8,-0.0178,-0.067792896,97,2025-06-19
50ETF,2512,2.6,0.0249,0.017688652,188,2025-06-19
科创50ETF,2512,1.0,-0.0232,-0.044508452,188,2025-06-19
科创板50ETF,2509,1.1,-0.0166,-0.063222589,97,2025-06-19
科创50ETF,2506,1.0,-0.0013,-0.078145586,6,2025-06-19
50ETF,2506,2.891,0.0039,0.086809367,6,2025-06-19
科创板50ETF,2506,1.15,0.0005,0.0307861,6,2025-06-19
50ETF,2512,2.9,0.0287,0.020388125,188,2025-06-19
50ETF,2509,3.0,0.0107,0.014732121,97,2025-06-19
科创板50ETF,2506,1.2,0.0004,0.02462888,6,2025-06-19
500ETF,2507,5.5,-0.0519,-0.097439973,34,2025-06-19
50ETF,2509,2.65,0.0093,0.012804554,97,2025-06-19
300ETF,2507,4.3,-4.44e-16,-1.23e-15,34,2025-06-19
50ETF,2509,2.4,0.0095,0.01307992,97,2025-06-19
科创板50ETF,2506,0.75,-0.0002,-0.01231444,6,2025-06-19
科创50ETF,2512,1.05,-0.023,-0.044124758,188,2025-06-19
科创50ETF,2509,0.9,-0.0158,-0.058748625,97,2025-06-19
科创板50ETF,2507,0.9,-0.0065,-0.070626935,34,2025-06-19
300ETF,2506,4.498,0.0032,0.050262501,6,2025-06-19
50ETF,2506,2.744,0.0,0.0,6,2025-06-19
科创板50ETF,2509,1.35,-0.0145,-0.05522455,97,2025-06-19
300ETF,2509,3.52,-0.0133,-0.012921867,97,2025-06-19
300ETF,2506,4.303,0.0053,0.083247267,6,2025-06-19
科创50ETF,2509,1.4,-0.0163,-0.060607758,97,2025-06-19
300ETF,2506,4.1,0.0041,0.06439883,6,2025-06-19
500ETF,2506,6.0,-0.0066,-0.070216859,6,2025-06-19
500ETF,2512,6.5,-0.2121,-0.072016421,188,2025-06-19
300ETF,2507,4.205,-0.0021,-0.005820841,34,2025-06-19
300ETF,2512,4.0,-0.0246,-0.012331691,188,2025-06-19
科创板50ETF,2507,0.85,-0.0067,-0.072800071,34,2025-06-19
科创50ETF,2509,1.3,-0.0149,-0.055402184,97,2025-06-19
500ETF,2506,4.722,0.0023,0.024469511,6,2025-06-19
50ETF,2507,2.6,0.0028,0.010998472,34,2025-06-19
科创50ETF,2512,0.9,-0.0243,-0.046618766,188,2025-06-19
50ETF,2506,2.5,0.0057,0.126875229,6,2025-06-19
300ETF,2512,3.52,-0.0317,-0.015890837,188,2025-06-19
500ETF,2506,4.919,0.0019,0.020213944,6,2025-06-19
50ETF,2512,2.7,0.0233,0.016552032,188,2025-06-19
500ETF,2509,5.5,-0.1365,-0.089827566,97,2025-06-19
500ETF,2512,5.0,-0.2315,-0.078603495,188,2025-06-19
科创50ETF,2506,0.85,0.0,0.0,6,2025-06-19
300ETF,2507,4.1,-0.0027,-0.007483939,34,2025-06-19
300ETF,2506,3.52,0.0042,0.065969533,6,2025-06-19
300ETF,2512,4.2,-0.0201,-0.010075894,188,2025-06-19
300ETF,2512,3.7,-0.0291,-0.014587488,188,2025-06-19
50ETF,2509,2.95,0.0127,0.017485788,97,2025-06-19
50ETF,2506,2.597,0.0032,0.071228199,6,2025-06-19
500ETF,2509,7.25,-0.109,-0.071730437,97,2025-06-19
50ETF,2506,2.75,-0.0001,-0.002225881,6,2025-06-19
500ETF,2506,4.82,0.0024,0.025533403,6,2025-06-19
300ETF,2507,4.303,0.0029,0.008038304,34,2025-06-19
300ETF,2507,4.107,-0.0002,-0.000554366,34,2025-06-19
300ETF,2512,4.303,-0.018,-0.009023188,188,2025-06-19
科创50ETF,2509,0.95,-0.0166,-0.061723239,97,2025-06-19
300ETF,2512,3.423,-0.0327,-0.016392126,188,2025-06-19
科创50ETF,2512,1.1,-0.0254,-0.048729081,188,2025-06-19
300ETF,2509,3.7,-0.0158,-0.01535079,97,2025-06-19
500ETF,2506,7.378,0.0072,0.07660021,6,2025-06-19
300ETF,2509,3.9,-0.0131,-0.012727553,97,2025-06-19
300ETF,2512,4.3,-0.0187,-0.00937409,188,2025-06-19
科创板50ETF,2512,1.05,-0.0246,-0.048340727,188,2025-06-19
科创50ETF,2512,1.3,-0.0205,-0.038889928,189,2025-06-18
50ETF,2506,3.0,0.0035,0.066363636,7,2025-06-18
科创板50ETF,2509,1.1,-0.0162,-0.060823321,98,2025-06-18
300ETF,2509,4.401,-0.008,-0.007632151,98,2025-06-18
科创板50ETF,2509,0.85,-0.0172,-0.064577847,98,2025-06-18
500ETF,2506,5.165,-0.005,-0.045137515,7,2025-06-18
科创板50ETF,2509,1.2,-0.0148,-0.055566985,98,2025-06-18
300ETF,2512,3.423,-0.0337,-0.016670597,189,2025-06-18
300ETF,2506,4.107,0.0003,0.004006879,7,2025-06-18
科创50ETF,2506,0.9,-0.0002,-0.010244176,7,2025-06-18
科创50ETF,2509,1.15,-0.0161,-0.058904013,98,2025-06-18
300ETF,2506,3.227,-0.0001,-0.001335626,7,2025-06-18
科创50ETF,2512,1.15,-0.0229,-0.043442896,189,2025-06-18
300ETF,2506,3.52,-0.0004,-0.005342506,7,2025-06-18
300ETF,2509,4.303,-0.0201,-0.01917578,98,2025-06-18
300ETF,2512,4.303,-0.0237,-0.011723832,189,2025-06-18
50ETF,2507,2.95,0.0078,0.029579221,35,2025-06-18
500ETF,2512,5.25,-0.2507,-0.083822037,189,2025-06-18
科创板50ETF,2507,1.05,-0.0045,-0.047307028,35,2025-06-18
300ETF,2512,3.5,0.0433,0.021419491,189,2025-06-18
500ETF,2509,6.5,-0.1233,-0.079506508,98,2025-06-18
科创板50ETF,2507,0.85,-0.0046,-0.048358295,35,2025-06-18
50ETF,2509,2.45,0.0099,0.013408163,98,2025-06-18
300ETF,2509,3.716,-0.0147,-0.014024078,98,2025-06-18
500ETF,2507,5.25,-0.0475,-0.085761278,35,2025-06-18
300ETF,2507,3.912,-0.0035,-0.009349385,35,2025-06-18
300ETF,2507,3.423,-0.0048,-0.012822014,35,2025-06-18
300ETF,2507,3.52,-0.0049,-0.013089139,35,2025-06-18
300ETF,2507,4.2,0.0932,0.248960773,35,2025-06-18
50ETF,2512,2.8,0.0252,0.01769697,189,2025-06-18
科创50ETF,2509,0.9,-0.0171,-0.062562648,98,2025-06-18
科创50ETF,2506,0.85,0.0004,0.020488353,7,2025-06-18
300ETF,2509,4.107,-0.0094,-0.008967778,98,2025-06-18
300ETF,2512,3.6,0.0527,0.02606945,189,2025-06-18
50ETF,2506,2.793,0.0018,0.03412987,7,2025-06-18
科创50ETF,2512,1.1,-0.0265,-0.050272346,189,2025-06-18
500ETF,2507,5.75,-0.0499,-0.09009448,35,2025-06-18
500ETF,2507,5.5,-0.0508,-0.09171943,35,2025-06-18
300ETF,2506,4.2,0.0938,1.252817623,7,2025-06-18
300ETF,2509,4.205,-0.0115,-0.010971217,98,2025-06-18
500ETF,2507,6.0,-0.0472,-0.085219628,35,2025-06-18
300ETF,2506,3.8,0.0849,1.133946868,7,2025-06-18
500ETF,2506,5.657,-0.0085,-0.076733775,7,2025-06-18
50ETF,2512,2.65,0.026,0.018258778,189,2025-06-18
50ETF,2512,2.55,0.0249,0.017486291,189,2025-06-18
科创50ETF,2507,0.9,-0.0043,-0.044049958,35,2025-06-18
300ETF,2512,4.009,-0.0315,-0.015582309,189,2025-06-18
500ETF,2509,5.0,-0.1341,-0.086470582,98,2025-06-18
科创50ETF,2512,0.8,-0.0254,-0.04818557,189,2025-06-18
300ETF,2509,3.8,0.0735,0.070120389,98,2025-06-18
科创50ETF,2507,1.05,-0.0059,-0.06044064,35,2025-06-18
500ETF,2512,5.75,-0.2341,-0.078271794,189,2025-06-18
50ETF,2509,2.55,0.0105,0.014220779,98,2025-06-18
300ETF,2506,3.325,-0.0013,-0.017363144,7,2025-06-18
500ETF,2512,5.0,-0.2412,-0.080645693,189,2025-06-18
300ETF,2507,3.5,0.076,0.203015222,35,2025-06-18
300ETF,2509,4.009,-0.0087,-0.008299964,98,2025-06-18
50ETF,2507,2.6,0.0064,0.02427013,35,2025-06-18
300ETF,2506,3.5,0.0804,1.073843677,7,2025-06-18
500ETF,2506,6.149,-0.0043,-0.038818263,7,2025-06-18
300ETF,2507,4.303,-0.0034,-0.00908226,35,2025-06-18
300ETF,2512,4.1,0.0695,0.034380015,189,2025-06-18
300ETF,2506,3.618,-0.0003,-0.004006879,7,2025-06-18
科创板50ETF,2509,1.3,-0.0142,-0.053314269,98,2025-06-18
300ETF,2506,3.7,0.084,1.12192623,7,2025-06-18
300ETF,2507,3.6,0.0804,0.214768735,35,2025-06-18
科创50ETF,2512,1.25,-0.0222,-0.042114947,189,2025-06-18
500ETF,2509,7.25,-0.1173,-0.075637578,98,2025-06-18
科创板50ETF,2506,1.0,0.0005,0.026281682,7,2025-06-18
科创板50ETF,2512,1.1,-0.0191,-0.037183713,189,2025-06-18
科创50ETF,2506,0.8,0.0007,0.035854617,7,2025-06-18
500ETF,2509,5.5,-0.144,-0.092854316,98,2025-06-18
500ETF,2509,6.0,-0.1298,-0.083697849,98,2025-06-18
50ETF,2506,2.55,0.0026,0.049298701,7,2025-06-18
500ETF,2506,6.75,-0.0019,-0.017152256,7,2025-06-18
科创50ETF,2507,1.15,-0.0047,-0.048147628,35,2025-06-18
科创板50ETF,2507,1.15,-0.004,-0.042050691,35,2025-06-18
50ETF,2506,2.94,0.0005,0.009480519,7,2025-06-18
500ETF,2507,6.75,-0.0363,-0.065539672,35,2025-06-18
300ETF,2512,3.716,-0.0372,-0.018401965,189,2025-06-18
300ETF,2512,3.618,-0.033,-0.016324323,189,2025-06-18
科创50ETF,2506,1.2,0.001,0.051220881,7,2025-06-18
科创50ETF,2506,0.75,0.0003,0.015366264,7,2025-06-18
300ETF,2512,4.0,0.0639,0.031609826,189,2025-06-18
50ETF,2512,2.6,0.024,0.016854257,189,2025-06-18
科创板50ETF,2506,1.2,0.0017,0.089357719,7,2025-06-18
300ETF,2512,3.8,0.0585,0.028938573,189,2025-06-18
50ETF,2506,2.646,0.0029,0.054987013,7,2025-06-18
科创50ETF,2509,1.3,-0.0156,-0.057074696,98,2025-06-18
科创50ETF,2506,1.1,-0.0001,-0.005122088,7,2025-06-18
50ETF,2512,2.5,0.0179,0.012570467,189,2025-06-18
科创板50ETF,2506,1.35,0.0017,0.089357719,7,2025-06-18
科创板50ETF,2507,1.2,-0.0035,-0.036794355,35,2025-06-18
300ETF,2509,3.5,0.0663,0.063251453,98,2025-06-18
50ETF,2507,2.8,0.0053,0.020098701,35,2025-06-18
50ETF,2506,2.45,0.0031,0.058779221,7,2025-06-18
科创50ETF,2507,1.0,-0.0061,-0.062489475,35,2025-06-18
50ETF,2507,2.9,0.007,0.026545455,35,2025-06-18
300ETF,2512,3.52,-0.0362,-0.017907288,189,2025-06-18
500ETF,2509,6.25,-0.1278,-0.082408206,98,2025-06-18
科创50ETF,2507,0.8,-0.0055,-0.056342969,35,2025-06-18
科创板50ETF,2506,1.3,0.0017,0.089357719,7,2025-06-18
500ETF,2509,5.75,-0.141,-0.090919851,98,2025-06-18
科创50ETF,2512,0.85,-0.0257,-0.048754691,189,2025-06-18
300ETF,2509,3.227,-0.0163,-0.015550508,98,2025-06-18
科创50ETF,2507,0.95,-0.0052,-0.053269717,35,2025-06-18
科创板50ETF,2506,1.05,0.0008,0.042050691,7,2025-06-18
300ETF,2507,4.3,0.0964,0.257508782,35,2025-06-18
300ETF,2507,4.107,-0.0025,-0.006678132,35,2025-06-18
科创50ETF,2509,1.25,-0.015,-0.054879516,98,2025-06-18
50ETF,2512,3.0,0.0236,0.016573353,189,2025-06-18
500ETF,2507,5.0,-0.0434,-0.078358726,35,2025-06-18
科创50ETF,2509,1.35,-0.0168,-0.061465058,98,2025-06-18
300ETF,2509,3.814,-0.0109,-0.010398806,98,2025-06-18
500ETF,2506,7.0,-0.0009,-0.008124753,7,2025-06-18
科创50ETF,2512,1.05,-0.0275,-0.052169416,189,2025-06-18
300ETF,2507,4.1,0.0897,0.239611388,35,2025-06-18
300ETF,2507,3.9,0.0826,0.220645492,35,2025-06-18
500ETF,2509,5.25,-0.1366,-0.088082636,98,2025-06-18
500ETF,2506,5.411,-0.0056,-0.050554017,7,2025-06-18
科创板50ETF,2512,1.15,-0.018,-0.035042243,189,2025-06-18
科创板50ETF,2509,1.35,-0.0141,-0.052938817,98,2025-06-18
500ETF,2506,4.8,-0.004,-0.036110012,7,2025-06-18
500ETF,2512,6.0,-0.2277,-0.076131942,189,2025-06-18
科创50ETF,2509,0.75,-0.019,-0.069514053,98,2025-06-18
科创板50ETF,2506,0.95,0.0,0.0,7,2025-06-18
300ETF,2506,4.1,0.0929,1.240796985,7,2025-06-18
500ETF,2507,6.25,-0.0479,-0.086483478,35,2025-06-18
300ETF,2509,3.52,-0.0147,-0.014024078,98,2025-06-18
科创板50ETF,2506,0.85,0.0009,0.047307028,7,2025-06-18
300ETF,2512,3.9,0.0616,0.03047207,189,2025-06-18
50ETF,2509,2.85,0.0118,0.015981447,98,2025-06-18
科创板50ETF,2506,1.25,0.0018,0.094614055,7,2025-06-18
300ETF,2509,3.325,-0.0149,-0.014214882,98,2025-06-18
300ETF,2507,3.814,-0.0033,-0.008815135,35,2025-06-18
科创板50ETF,2512,0.85,-0.0238,-0.046333632,189,2025-06-18
300ETF,2506,4.009,0.0008,0.010685012,7,2025-06-18
300ETF,2506,3.912,-0.0006,-0.008013759,7,2025-06-18
50ETF,2506,2.891,0.0015,0.028441558,7,2025-06-18
500ETF,2509,7.0,-0.1189,-0.076669293,98,2025-06-18
科创50ETF,2506,1.15,0.0009,0.046098793,7,2025-06-18
科创板50ETF,2512,1.25,-0.0173,-0.033679489,189,2025-06-18
科创板50ETF,2509,0.9,-0.0167,-0.062700584,98,2025-06-18
50ETF,2509,2.8,0.0109,0.014762523,98,2025-06-18
300ETF,2512,3.912,-0.0279,-0.013801473,189,2025-06-18
500ETF,2512,4.8,-0.239,-0.079910119,189,2025-06-18
科创板50ETF,2507,0.95,-0.0066,-0.069383641,35,2025-06-18
科创50ETF,2506,1.25,0.0009,0.046098793,7,2025-06-18
科创板50ETF,2507,1.25,-0.0032,-0.033640553,35,2025-06-18
